"Player","Pos","Age","Rk","G","MP","Team","GS","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Jimmy Butler","PF",33,"35","64","2138","MIA",64,479,888,0.539,36,103,0.35,443,785,0.564,0.56,472,555,0.85,141,234,375,340,117,21,101,80,1466,"MVP-10,DPOY-12,CPOY-2,NBA2","27.6",".647",".116",".625","7.5","13.3","10.3","27.1","2.7","1.0","8.2","25.6","9.4","2.9","12.3",".277","6.7","2.0","8.7","5.8"
"Jock Landale","C",27,"242","69","979","PHO",4,178,337,0.528,21,84,0.25,157,253,0.621,0.559,79,105,0.752,119,161,280,68,16,30,59,126,456,"","16.4",".595",".249",".312","13.2","18.6","15.8","10.1","0.8","2.7","13.3","19.3","1.5","1.2","2.7",".132","-0.7","-0.4","-1.1","0.2"
"Joe Harris","SF",31,"205","74","1527","BRK",33,201,440,0.457,142,333,0.426,59,107,0.551,0.618,18,28,0.643,23,141,164,101,34,13,41,140,562,"","10.6",".621",".757",".064","1.7","10.1","6.0","9.1","1.1","0.7","8.3","14.3","1.5","1.1","2.6",".083","-0.6","-0.6","-1.1","0.3"
"Joe Ingles","SF",35,"292","46","1044","MIL",0,108,248,0.435,83,203,0.409,25,45,0.556,0.603,18,21,0.857,13,115,128,150,33,6,55,74,317,"","10.7",".616",".819",".085","1.4","11.1","6.4","18.4","1.5","0.5","17.6","12.6","1.1","1.2","2.3",".107","-1.6","0.8","-0.7","0.3"
"Joe Wieskamp","SF",23,"514","9","50","TOR",0,3,14,0.214,3,12,0.25,0,2,0,0.321,0,0,NA,0,4,4,3,0,0,1,3,9,"","-0.4",".321",".857",".000","0.0","9.8","4.5","7.4","0.0","0.0","6.7","12.8","-0.1","0.0","-0.1","-0.076","-7.0","-3.6","-10.6","-0.1"
"Joel Embiid","C",28,"2","66","2284","PHI",66,728,1328,0.548,66,200,0.33,662,1128,0.587,0.573,661,771,0.857,113,557,670,274,66,112,226,205,2183,"MVP-1,DPOY-9,CPOY-5,AS,NBA1","31.4",".655",".151",".581","5.9","28.3","17.3","22.9","1.4","4.6","11.9","37.0","8.4","3.9","12.3",".259","6.8","2.3","9.2","6.4"
"John Butler","C",20,"451","19","221","POR",1,17,53,0.321,8,35,0.229,9,18,0.5,0.396,3,4,0.75,3,14,17,11,7,9,1,22,45,"","5.7",".411",".660",".075","1.5","7.3","4.4","6.5","1.5","3.6","1.8","11.0","-0.1","0.1","0.0",".001","-5.4","-0.8","-6.2","-0.2"
"John Collins","PF",25,"107","71","2130","ATL",71,359,707,0.508,70,240,0.292,289,467,0.619,0.557,143,178,0.803,77,385,462,85,42,73,79,220,931,"","13.6",".593",".339",".252","3.9","20.0","11.9","5.3","0.9","2.9","9.1","17.1","2.1","2.1","4.2",".095","-1.4","0.2","-1.3","0.4"
"John Konchar","SF",26,"276","72","1494","MEM",23,138,320,0.431,60,177,0.339,78,143,0.545,0.525,28,36,0.778,64,246,310,100,77,25,37,112,364,"","10.8",".542",".553",".113","4.5","17.4","11.0","8.2","2.4","1.5","9.9","10.4","1.0","2.5","3.5",".111","-1.9","2.4","0.5","0.9"
"John Wall","PG",32,"266","34","755","LAC",3,138,338,0.408,33,109,0.303,105,229,0.459,0.457,77,113,0.681,14,78,92,178,27,12,80,59,386,"","13.6",".498",".322",".334","2.1","11.4","6.8","35.3","1.8","1.4","17.1","27.0","-0.4","0.7","0.3",".020","-0.8","-0.4","-1.2","0.1"
"Johnny Davis","SG",20,"376","28","423","WAS",5,66,171,0.386,17,70,0.243,49,101,0.485,0.436,14,27,0.519,10,55,65,28,10,8,17,48,163,"","7.2",".446",".409",".158","2.7","13.9","8.5","9.2","1.2","1.6","8.5","20.5","-0.6","0.3","-0.3","-0.033","-5.8","-1.7","-7.4","-0.6"
"Johnny Juzang","SG",21,"424","18","232","UTA",0,35,104,0.337,15,63,0.238,20,41,0.488,0.409,2,4,0.5,8,31,39,8,4,3,3,13,87,"","6.5",".411",".606",".038","3.8","14.3","9.1","4.7","0.8","1.1","2.8","19.6","-0.3","0.1","-0.2","-0.032","-4.3","-2.2","-6.5","-0.3"
"Jonas Valančiūnas","C",30,"79","79","1968","NOP",79,446,816,0.547,38,109,0.349,408,707,0.577,0.57,185,224,0.826,225,579,804,140,20,52,159,245,1115,"","19.3",".610",".134",".275","13.0","33.3","23.1","11.1","0.5","2.5","14.8","23.4","2.8","3.0","5.8",".142","0.0","-0.4","-0.4","0.8"
"Jonathan Isaac","PF",25,"439","11","124","ORL",0,22,53,0.415,6,15,0.4,16,38,0.421,0.472,5,9,0.556,15,29,44,6,14,4,4,5,55,"","20.3",".483",".283",".170","13.7","26.5","20.1","7.3","5.5","3.1","6.6","21.1","0.0","0.3","0.3",".130","1.0","3.0","4.0","0.2"
"Jonathan Kuminga","PF",20,"170","67","1394","GSW",16,261,497,0.525,54,146,0.37,207,351,0.59,0.579,90,138,0.652,70,161,231,125,41,31,95,157,666,"","13.3",".597",".294",".278","5.6","12.5","9.1","12.7","1.4","2.0","14.6","19.6","1.0","1.4","2.4",".084","-1.7","-0.1","-1.7","0.1"
"Jordan Clarkson","SG",30,"56","61","1988","UTA",61,458,1031,0.444,155,459,0.338,303,572,0.53,0.519,200,245,0.816,72,174,246,270,33,13,186,120,1271,"","14.7",".558",".445",".238","4.0","9.3","6.7","20.9","0.8","0.6","14.0","27.8","0.9","0.8","1.7",".042","1.0","-2.4","-1.4","0.3"
"Jordan Goodwin","PG",24,"258","62","1106","WAS",7,158,353,0.448,38,118,0.322,120,235,0.511,0.501,53,69,0.768,57,148,205,168,58,26,57,95,407,"","14.8",".531",".334",".195","6.0","14.3","10.3","20.8","2.6","2.0","12.9","17.3","0.9","1.3","2.2",".097","-0.7","1.4","0.7","0.8"
"Jordan Hall","SF",21,"473","9","83","SAS",0,9,28,0.321,3,15,0.2,6,13,0.462,0.375,7,9,0.778,3,9,12,11,1,0,7,6,28,"","5.5",".438",".536",".321","3.8","12.3","7.9","17.0","0.6","0.0","18.0","19.4","-0.1","0.0","-0.1","-0.077","-4.7","-2.9","-7.6","-0.1"
"Jordan McLaughlin","PG",26,"377","43","678","MIN",0,61,145,0.421,24,78,0.308,37,67,0.552,0.503,15,18,0.833,15,47,62,148,32,4,33,28,161,"","11.8",".526",".538",".124","2.5","7.6","5.1","27.4","2.2","0.5","17.7","11.7","0.7","0.6","1.3",".094","-1.3","0.6","-0.7","0.2"
"Jordan Nwora","SF",24,"214","24","591","IND",11,118,248,0.476,46,109,0.422,72,139,0.518,0.569,31,43,0.721,22,90,112,50,12,7,32,40,313,"","14.4",".586",".440",".173","4.1","16.9","10.5","12.6","1.0","1.0","10.7","21.2","0.5","0.3","0.8",".064","0.4","-2.2","-1.8","0.0"
"Jordan Nwora","SF",24,"214","38","597","MIL",3,76,197,0.386,40,102,0.392,36,95,0.379,0.487,37,43,0.86,29,88,117,38,12,7,34,34,229,"","10.0",".530",".518",".218","5.3","14.8","10.2","8.4","1.0","1.0","13.6","17.6","0.0","0.7","0.7",".057","-2.0","-0.4","-2.4","0.0"
"Jordan Nwora","SF",24,"214","62","1188","TOT",14,194,445,0.436,86,211,0.408,108,234,0.462,0.533,68,86,0.791,51,178,229,88,24,14,66,74,542,"","12.2",".561",".474",".193","4.7","15.8","10.4","10.5","1.0","1.0","12.0","19.4","0.5","1.0","1.5",".060","-0.8","-1.3","-2.1","0.0"
"Jordan Poole","PG",23,"19","82","2458","GSW",43,550,1278,0.43,214,637,0.336,336,641,0.524,0.514,361,415,0.87,32,193,225,369,63,21,252,214,1675,"","14.6",".573",".498",".325","1.5","8.5","5.0","22.5","1.2","0.8","14.7","29.2","1.4","1.9","3.2",".063","-0.1","-1.8","-1.9","0.1"
"Jordan Schakel","SF",24,"531","2","6","WAS",0,1,2,0.5,1,1,1,0,1,0,0.75,0,0,NA,0,0,0,1,1,0,0,1,3,"","24.3",".750",".500",".000","0.0","0.0","0.0","23.5","8.1","0.0","0.0","14.5","0.0","0.0","0.0",".314","7.7","9.3","17.0","0.0"
"Jose Alvarado","PG",24,"211","61","1310","NOP",10,201,489,0.411,83,247,0.336,118,242,0.488,0.496,65,80,0.813,28,113,141,186,67,10,81,125,550,"","11.8",".525",".505",".164","2.4","9.8","6.1","19.9","2.5","0.7","13.4","19.8","0.1","1.7","1.8",".066","-2.0","0.7","-1.2","0.3"
"Josh Christopher","SG",21,"271","64","786","HOU",2,153,329,0.465,21,89,0.236,132,240,0.55,0.497,45,60,0.75,20,51,71,73,33,15,60,59,372,"","11.5",".523",".271",".182","2.8","7.2","5.0","14.3","2.0","1.9","14.4","21.9","-0.3","0.3","0.0","-0.001","-3.0","-1.4","-4.3","-0.5"
"Josh Giddey","PF",20,"58","76","2367","OKC",76,539,1118,0.482,76,234,0.325,463,884,0.524,0.516,106,145,0.731,148,451,599,469,57,31,211,143,1260,"","17.1",".533",".209",".130","6.6","20.9","13.6","29.9","1.1","1.2","15.1","24.6","1.3","2.7","4.0",".081","1.5","-0.3","1.2","1.9"
"Josh Green","SG",22,"212","60","1539","DAL",21,205,382,0.537,68,169,0.402,137,213,0.643,0.626,68,94,0.723,55,127,182,103,42,5,72,156,546,"","11.2",".645",".442",".246","4.1","9.7","6.9","9.7","1.4","0.3","14.5","14.6","1.7","0.9","2.6",".082","-1.9","-0.6","-2.4","-0.2"
"Josh Hart","SF",27,"141","25","750","NYK",1,92,157,0.586,27,52,0.519,65,105,0.619,0.672,45,57,0.789,47,129,176,90,34,12,38,62,256,"","17.1",".703",".331",".363","6.9","19.0","12.9","16.2","2.2","1.5","17.3","12.6","1.8","1.0","2.8",".179","1.4","2.0","3.4","1.0"
"Josh Hart","SF",27,"141","51","1704","POR",51,183,363,0.504,34,112,0.304,149,251,0.594,0.551,87,119,0.731,95,322,417,200,54,9,79,133,487,"","12.7",".586",".309",".328","6.4","21.9","14.1","16.0","1.5","0.5","16.0","12.6","2.0","1.2","3.2",".091","-0.9","0.7","-0.2","0.8"
"Josh Hart","SF",27,"141","76","2454","TOT",52,275,520,0.529,61,164,0.372,214,356,0.601,0.588,132,176,0.75,142,451,593,290,88,21,117,195,743,"","14.1",".622",".315",".338","6.5","21.0","13.7","16.1","1.8","0.8","16.4","12.6","3.8","2.2","6.0",".118","-0.2","1.1","0.9","1.8"
"Josh Minott","SF",20,"449","15","96","MIN",0,18,36,0.5,2,6,0.333,16,30,0.533,0.528,8,8,1,5,20,25,5,4,6,3,10,46,"","17.9",".582",".167",".222","5.9","22.9","14.6","7.5","2.0","5.4","7.1","18.9","0.1","0.2","0.3",".146","-1.9","0.4","-1.6","0.0"
"Josh Okogie","SG",24,"218","72","1350","PHO",26,162,414,0.391,66,197,0.335,96,217,0.442,0.471,139,192,0.724,109,142,251,105,56,34,63,114,529,"","13.3",".531",".476",".464","8.8","11.9","10.3","10.3","2.0","2.3","11.2","17.7","1.1","1.7","2.8",".101","-0.8","0.5","-0.2","0.6"
"Josh Richardson","SG",29,"174","23","533","NOP",4,62,148,0.419,33,86,0.384,29,62,0.468,0.53,16,21,0.762,11,45,56,37,29,9,23,47,173,"","9.9",".550",".581",".142","2.3","9.6","6.0","9.2","2.6","1.6","12.8","14.5","0.1","0.7","0.8",".071","-2.9","1.5","-1.3","0.1"
"Josh Richardson","SG",29,"174","42","997","SAS",6,177,406,0.436,74,207,0.357,103,199,0.518,0.527,53,60,0.883,30,89,119,137,40,11,63,70,481,"","13.6",".556",".510",".148","3.2","10.1","6.5","19.3","1.9","0.9","12.7","20.5","0.6","0.4","1.0",".047","-0.1","-1.0","-1.1","0.2"
"Josh Richardson","SG",29,"174","65","1530","TOT",10,239,554,0.431,107,293,0.365,132,261,0.506,0.528,69,81,0.852,41,134,175,174,69,20,86,117,654,"","12.3",".555",".529",".146","2.9","9.9","6.3","15.8","2.2","1.2","12.7","18.4","0.6","1.1","1.8",".055","-1.0","-0.1","-1.2","0.3"
"Joshua Primo","SG",20,"474","4","93","SAS",0,9,26,0.346,3,12,0.25,6,14,0.429,0.404,7,9,0.778,2,11,13,18,1,2,11,8,28,"","6.1",".467",".462",".346","2.3","13.4","7.6","24.4","0.5","1.8","26.9","18.2","-0.2","0.0","-0.1","-0.073","-4.7","-1.6","-6.3","-0.1"
