"Player","Pos","Age","Rk","G","MP","Team","GS","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards","PER","TS.","X3PAr","FTr","ORB.","DRB.","TRB.","AST.","STL.","BLK.","TOV.","USG.","OWS","DWS","WS","WS.48","OBPM","DBPM","BPM","VORP"
"Jeremy Pargo","PG",26,"287","25","447","CLE",11,75,187,0.401,18,57,0.316,57,130,0.438,0.449,28,41,0.683,7,25,32,64,12,2,37,32,196,"","11.3",".478",".305",".219","1.7","6.8","4.1","24.2","1.4","0.4","15.3","24.1","-0.1","0.1","-0.1","-0.006","-0.7","-1.9","-2.7","-0.1"
"Jeremy Pargo","PG",26,"287","39","655","2TM",11,99,250,0.396,25,74,0.338,74,176,0.42,0.446,42,62,0.677,8,41,49,92,13,2,50,46,265,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeremy Pargo","SG",26,"287","14","208","PHI",0,24,63,0.381,7,17,0.412,17,46,0.37,0.437,14,21,0.667,1,16,17,28,1,0,13,14,69,"","8.4",".478",".270",".333","0.5","8.9","4.6","20.4","0.3","0.0","15.3","18.9","0.0","0.1","0.0",".006","-3.0","-1.5","-4.4","-0.1"
"Jeremy Tyler","C",21,"429","1","5","ATL",0,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,3,3,0,0,0,0,0,0,"","8.5","","","","0.0","67.7","34.3","0.0","0.0","0.0","","0.0","0.0","0.0","0.0",".122","-3.7","0.5","-3.2","0.0"
"Jeremy Tyler","C",21,"429","20","63","GSW",0,9,24,0.375,0,0,NA,9,24,0.375,0.375,4,6,0.667,6,11,17,1,1,2,6,10,22,"","6.1",".413",".000",".250","10.8","18.7","14.9","2.5","0.8","2.5","18.4","23.2","-0.2","0.1","-0.1","-0.063","-7.6","-1.8","-9.4","-0.1"
"Jermaine O'Neal","C",34,"217","55","1029","PHO",4,179,371,0.482,0,0,NA,179,371,0.482,0.482,96,115,0.835,82,211,293,42,19,78,73,126,454,"","16.7",".538",".000",".310","8.9","23.8","16.2","6.8","0.9","5.7","14.8","21.4","0.7","1.3","2.0",".092","-1.9","0.6","-1.3","0.2"
"Jerry Stackhouse","SF",38,"327","37","544","BRK",0,66,172,0.384,30,89,0.337,36,83,0.434,0.471,20,23,0.87,5,28,33,35,7,4,24,31,182,"","8.5",".500",".517",".134","1.1","6.1","3.6","10.4","0.7","0.6","11.6","17.5","0.2","0.2","0.4",".037","-1.6","-1.7","-3.3","-0.2"
"Jerryd Bayless","PG",24,"150","80","1765","MEM",4,260,621,0.419,71,201,0.353,189,420,0.45,0.476,102,122,0.836,22,154,176,264,59,17,120,168,693,"","13.5",".514",".324",".196","1.4","10.5","5.9","24.9","1.8","0.8","15.1","20.8","1.5","2.5","4.0",".108","-0.6","0.7","0.1","1.0"
"Jimmer Fredette","SG",23,"205","69","967","SAC",0,172,409,0.421,65,156,0.417,107,253,0.423,0.5,85,99,0.859,19,52,71,92,31,3,68,64,494,"","14.6",".546",".381",".242","2.2","6.4","4.2","15.9","1.6","0.2","13.1","23.9","1.1","-0.1","1.1",".052","1.1","-2.5","-1.3","0.2"
"Jimmy Butler","SF",23,"142","82","2134","CHI",20,239,512,0.467,40,105,0.381,199,407,0.489,0.506,187,233,0.803,136,192,328,115,78,31,62,97,705,"DPOY-17","15.2",".574",".205",".455","7.2","10.4","8.8","8.6","2.0","1.1","9.2","14.6","4.4","2.6","7.0",".158","1.0","1.0","2.0","2.1"
"JJ Redick","SG",28,"54","28","804","MIL",2,120,298,0.403,48,151,0.318,72,147,0.49,0.483,56,61,0.918,8,44,52,76,9,4,33,47,344,"","11.9",".529",".507",".205","1.0","6.1","3.5","14.8","0.6","0.4","9.2","19.4","1.0","0.3","1.3",".078","-0.5","-1.5","-2.0","0.0"
"JJ Redick","SG",28,"54","50","1575","ORL",11,262,582,0.45,117,300,0.39,145,282,0.514,0.551,115,129,0.891,9,110,119,220,29,5,105,70,756,"","16.1",".592",".515",".222","0.6","7.9","4.3","22.7","1.0","0.2","14.1","21.5","3.0","0.2","3.2",".097","2.2","-1.8","0.4","0.9"
"Joakim Noah","C",27,"124","66","2426","CHI",64,303,630,0.481,0,5,0,303,625,0.485,0.481,178,237,0.751,260,473,733,262,78,141,176,185,784,"MVP-12,DPOY-4,AS","18.1",".534",".008",".376","12.2","22.6","17.3","17.6","1.7","4.4","19.3","17.2","2.7","4.7","7.3",".145","0.6","2.7","3.4","3.3"
"Jodie Meeks","SG",25,"170","78","1663","LAL",10,205,530,0.387,122,342,0.357,83,188,0.441,0.502,86,96,0.896,37,134,171,69,58,5,52,103,618,"","11.4",".540",".645",".181","2.5","8.7","5.7","6.4","1.8","0.2","8.3","16.7","1.9","1.1","3.0",".085","-0.7","-0.3","-1.0","0.4"
"Joe Johnson","SG",31,"44","72","2642","BRK",72,445,1052,0.423,148,395,0.375,297,657,0.452,0.493,132,161,0.82,53,165,218,253,49,14,123,99,1170,"","14.1",".521",".375",".153","2.4","7.4","4.9","16.7","1.0","0.4","9.9","21.7","3.9","1.2","5.1",".092","1.4","-1.4","0.0","1.3"
"Joel Anthony","C",30,"388","62","566","MIA",3,35,68,0.515,0,0,NA,35,68,0.515,0.515,17,28,0.607,45,70,115,13,13,42,22,49,87,"","10.4",".542",".000",".412","10.4","14.4","12.5","3.1","1.2","6.1","21.5","8.6","0.4","0.8","1.2",".100","-2.3","0.9","-1.3","0.1"
"Joel Freeland","PF",25,"353","51","477","POR",1,58,142,0.408,0,0,NA,58,142,0.408,0.408,18,27,0.667,40,79,119,13,13,11,19,67,134,"","9.3",".435",".000",".190","9.6","19.5","14.5","4.3","1.4","1.7","11.0","16.6","-0.2","0.4","0.2",".022","-4.7","-0.7","-5.4","-0.4"
"Joel Przybilla","C",33,"459","12","68","MIL",1,1,4,0.25,0,0,NA,1,4,0.25,0.25,0,2,0,5,16,21,4,1,2,4,10,2,"","3.3",".205",".000",".500","7.6","26.2","16.6","7.6","0.7","2.1","45.0","5.7","-0.1","0.1","0.0","-0.005","-7.3","0.2","-7.1","-0.1"
"Johan Petro","C",27,"374","31","352","ATL",8,48,110,0.436,1,4,0.25,47,106,0.443,0.441,11,12,0.917,33,79,112,16,10,9,24,48,108,"","11.0",".468",".036",".109","10.9","25.3","18.2","7.1","1.5","2.0","17.2","18.3","-0.2","0.6","0.4",".048","-4.8","-0.3","-5.0","-0.3"
"John Henson","PF",22,"241","63","827","MIL",9,162,336,0.482,0,3,0,162,333,0.486,0.482,56,105,0.533,116,181,297,31,19,42,47,83,380,"","18.2",".497",".009",".313","14.5","24.4","19.3","6.3","1.2","3.7","11.0","22.6","0.6","1.2","1.9",".109","-0.7","-1.0","-1.7","0.1"
"John Jenkins","SG",21,"249","61","902","ATL",2,131,294,0.446,53,138,0.384,78,156,0.5,0.536,59,70,0.843,17,77,94,56,12,10,40,37,374,"ROY-10","13.0",".576",".469",".238","2.2","9.6","6.0","9.8","0.7","0.8","11.0","18.7","1.1","0.6","1.7",".091","0.4","-1.2","-0.8","0.3"
"John Lucas III","PG",30,"257","63","827","TOR",0,129,334,0.386,57,151,0.377,72,183,0.393,0.472,18,25,0.72,8,57,65,105,23,1,26,50,333,"","12.8",".483",".452",".075","1.1","8.3","4.7","21.5","1.5","0.1","7.0","20.8","0.7","0.3","1.1",".061","0.6","-1.2","-0.6","0.3"
"John Salmons","SF",33,"157","76","2278","SAC",72,244,612,0.399,99,267,0.371,145,345,0.42,0.48,85,110,0.773,33,174,207,226,51,25,85,143,672,"","10.2",".509",".436",".180","1.6","9.0","5.2","14.8","1.1","0.9","11.4","14.5","1.8","-0.1","1.6",".034","-1.1","-1.5","-2.5","-0.3"
"John Wall","PG",22,"91","49","1602","WAS",42,324,735,0.441,12,45,0.267,312,690,0.452,0.449,246,306,0.804,35,161,196,373,65,37,157,117,906,"","20.8",".521",".061",".416","2.4","11.2","6.8","43.9","2.1","1.8","15.3","29.3","2.2","2.2","4.5",".134","2.7","1.1","3.9","2.4"
"Jon Leuer","C",23,"406","28","187","2TM",0,25,52,0.481,0,3,0,25,49,0.51,0.481,6,13,0.462,13,24,37,8,6,0,8,21,56,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jon Leuer","C",23,"406","9","91","CLE",0,10,28,0.357,0,3,0,10,25,0.4,0.357,2,6,0.333,5,8,13,5,2,0,5,11,22,"","3.3",".359",".107",".214","6.1","10.7","8.3","8.5","1.1","0.0","14.0","17.5","-0.2","0.0","-0.2","-0.092","-6.5","-2.7","-9.3","-0.2"
"Jon Leuer","PF",23,"406","19","96","MEM",0,15,24,0.625,0,0,NA,15,24,0.625,0.625,4,7,0.571,8,16,24,3,4,0,3,10,34,"","17.2",".628",".000",".292","9.7","20.1","14.8","5.3","2.3","0.0","10.0","14.4","0.2","0.2","0.4",".198","-0.2","1.3","1.0","0.1"
"Jonas Jerebko","PF",25,"242","49","892","DET",2,142,316,0.449,25,83,0.301,117,233,0.502,0.489,68,88,0.773,68,117,185,43,38,8,42,90,377,"","15.7",".531",".263",".278","8.6","15.4","11.9","8.1","2.3","0.7","10.6","20.2","1.2","0.8","2.0",".107","0.3","-0.4","-0.1","0.4"
"Jonas Valančiūnas","C",20,"188","62","1482","TOR",57,204,366,0.557,0,0,NA,204,366,0.557,0.557,146,185,0.789,121,251,372,45,17,78,94,188,554,"ROY-9","15.6",".619",".000",".505","9.6","20.5","14.9","5.0","0.6","4.2","17.4","16.9","2.5","1.5","3.9",".127","-1.1","0.0","-1.2","0.3"
"Jordan Crawford","SG",24,"114","27","582","BOS",2,90,217,0.415,24,75,0.32,66,142,0.465,0.47,42,53,0.792,13,61,74,68,12,2,44,45,246,"","12.0",".512",".346",".244","2.7","12.0","7.5","19.4","1.1","0.3","15.5","23.1","0.0","0.5","0.5",".041","-1.7","-1.8","-3.6","-0.2"
"Jordan Crawford","SG",24,"114","43","1127","WAS",12,211,508,0.415,59,171,0.345,152,337,0.451,0.473,87,106,0.821,31,104,135,157,27,5,97,61,568,"","14.7",".512",".337",".209","3.0","10.3","6.6","25.5","1.2","0.4","14.9","26.4","0.2","1.1","1.4",".058","1.3","-0.8","0.5","0.7"
"Jordan Hamilton","SF",22,"308","40","397","DEN",1,84,201,0.418,27,73,0.37,57,128,0.445,0.485,13,26,0.5,32,63,95,23,15,8,19,24,208,"","16.9",".490",".363",".129","9.2","17.4","13.4","9.2","1.9","1.6","8.2","25.3","0.4","0.5","0.8",".100","2.1","-1.2","0.9","0.3"
"Jordan Hill","PF",25,"318","29","458","LAL",1,77,155,0.497,0,2,0,77,153,0.503,0.497,40,61,0.656,82,84,166,13,8,19,26,55,194,"","18.5",".533",".013",".394","20.3","19.7","20.0","4.7","0.9","3.0","12.5","20.2","0.9","0.5","1.4",".147","-0.1","-1.6","-1.6","0.0"
"José Calderón","PG",31,"111","28","887","DET",28,125,237,0.527,51,98,0.52,74,139,0.532,0.635,25,28,0.893,6,64,70,185,30,2,51,41,326,"","18.2",".654",".414",".118","0.8","8.5","4.5","34.1","1.8","0.2","17.0","15.4","2.6","0.4","3.0",".163","3.3","-0.8","2.5","1.0"
"José Calderón","PG",31,"111","45","1273","TOR",30,187,398,0.47,79,184,0.429,108,214,0.505,0.569,47,52,0.904,14,92,106,333,28,6,75,58,500,"","19.2",".594",".462",".131","1.3","8.7","5.0","43.7","1.2","0.4","15.1","18.1","4.0","0.5","4.4",".167","5.0","-1.4","3.6","1.8"
"Josh Akognon","PG",26,"455","3","9","DAL",0,2,4,0.5,1,2,0.5,1,2,0.5,0.625,0,0,NA,0,1,1,1,0,0,0,3,5,"","15.3",".625",".500",".000","0.0","12.1","6.2","19.4","0.0","0.0","0.0","20.3","0.0","0.0","0.0",".196","-3.1","0.1","-3.0","0.0"
"Josh Childress","SF",29,"439","14","100","BRK",0,6,21,0.286,1,3,0.333,5,18,0.278,0.31,1,2,0.5,6,9,15,5,2,2,0,3,14,"","7.0",".320",".143",".095","7.0","10.7","8.9","7.3","1.1","1.5","0.0","10.1","0.0","0.1","0.1",".029","-2.7","-0.6","-3.3","0.0"
"Josh Harrellson","C",23,"443","6","31","MIA",0,4,9,0.444,1,5,0.2,3,4,0.75,0.5,1,2,0.5,3,4,7,0,1,1,3,4,10,"","8.5",".506",".556",".222","12.6","15.0","13.9","0.0","1.7","2.6","23.3","19.9","0.0","0.0","0.0",".002","-4.5","-1.4","-5.9","0.0"
"Josh Howard","SF",32,"397","11","207","MIN",4,31,77,0.403,5,16,0.313,26,61,0.426,0.435,7,12,0.583,9,27,36,4,10,3,10,18,74,"","9.5",".450",".208",".156","4.8","15.4","9.9","3.2","2.5","1.1","10.8","20.0","-0.2","0.3","0.0",".009","-3.9","0.1","-3.8","-0.1"
"Josh McRoberts","PF",25,"233","26","802","CHA",19,96,190,0.505,7,29,0.241,89,161,0.553,0.524,43,55,0.782,52,136,188,71,22,15,38,66,242,"","14.8",".565",".153",".289","7.2","20.0","13.4","14.9","1.4","1.5","15.1","14.3","1.1","0.4","1.5",".090","-0.4","-0.4","-0.9","0.2"
"Josh McRoberts","PF",25,"233","41","685","ORL",3,60,153,0.392,17,55,0.309,43,98,0.439,0.448,22,30,0.733,41,96,137,70,10,12,28,65,159,"","10.2",".478",".359",".196","6.7","15.8","11.3","14.7","0.8","1.4","14.4","12.9","0.4","0.3","0.7",".051","-1.9","0.0","-1.9","0.0"
"Josh Selby","PG",21,"431","10","59","MEM",0,6,22,0.273,1,6,0.167,5,16,0.313,0.295,7,11,0.636,0,5,5,4,2,0,7,7,20,"","0.1",".373",".273",".500","0.0","10.2","5.0","10.5","1.8","0.0","20.7","26.4","-0.3","0.1","-0.2","-0.143","-10.1","-2.3","-12.4","-0.2"
"Josh Smith","PF",27,"27","76","2683","ATL",76,550,1182,0.465,61,201,0.303,489,981,0.498,0.491,166,321,0.517,133,506,639,321,94,136,226,175,1327,"","17.7",".501",".170",".272","5.8","21.3","13.6","20.9","1.8","3.9","14.6","26.7","-0.3","4.5","4.2",".075","0.3","1.5","1.8","2.5"
"Jrue Holiday","PG",22,"22","78","2926","PHI",78,555,1288,0.431,91,247,0.368,464,1041,0.446,0.466,182,242,0.752,89,240,329,625,123,32,292,170,1383,"AS","16.7",".496",".192",".188","3.3","9.5","6.4","36.5","2.2","0.9","17.3","26.6","0.6","2.7","3.3",".055","1.2","-0.7","0.5","1.9"
"Julyan Stone","PG",24,"454","4","28","DEN",0,2,2,1,0,0,NA,2,2,1,1,3,4,0.75,2,1,3,2,1,0,2,4,7,"","11.4",".931",".000","2.000","8.2","3.9","6.0","9.3","1.8","0.0","34.7","8.9","0.1","0.0","0.1",".128","-2.0","1.9","-0.1","0.0"
"Justin Dentmon","PG",27,"464","2","4","DAL",0,0,2,0,0,0,NA,0,2,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,"","-19.4",".000",".000",".000","0.0","0.0","0.0","0.0","0.0","0.0","0.0","22.8","0.0","0.0","0.0","-0.571","-15.7","-8.9","-24.7","0.0"
"Justin Holiday","SG",23,"414","9","142","PHI",0,16,48,0.333,4,16,0.25,12,32,0.375,0.375,6,8,0.75,0,14,14,15,3,6,9,7,42,"","7.6",".408",".333",".167","0.0","11.5","5.6","16.0","1.1","3.3","14.9","19.6","-0.3","0.1","-0.1","-0.042","-4.4","-0.6","-5.0","-0.1"
"Juwan Howard","PF",39,"430","7","51","MIA",2,10,19,0.526,0,0,NA,10,19,0.526,0.526,1,1,1,0,8,8,6,0,0,4,9,21,"","9.9",".540",".000",".053","0.0","18.3","9.7","19.8","0.0","0.0","17.1","22.0","0.0","0.0","0.0",".039","-7.3","-2.0","-9.3","-0.1"
"Kawhi Leonard","SF",21,"153","58","1810","SAS",57,260,526,0.494,65,174,0.374,195,352,0.554,0.556,104,126,0.825,63,283,346,93,97,32,62,99,689,"","16.4",".592",".331",".240","4.3","17.1","11.1","7.7","2.7","1.3","9.6","16.4","3.0","3.3","6.2",".166","1.1","2.0","3.1","2.3"
"Keith Bogans","SG",32,"269","74","1408","BRK",23,108,284,0.38,84,245,0.343,24,39,0.615,0.528,11,17,0.647,16,104,120,76,28,4,49,108,311,"","6.7",".533",".863",".060","1.3","8.8","5.0","8.1","1.1","0.2","14.4","11.2","0.7","0.7","1.4",".047","-2.3","-0.3","-2.6","-0.2"
"Kemba Walker","PG",22,"15","82","2859","CHA",82,526,1244,0.423,107,332,0.322,419,912,0.459,0.466,296,371,0.798,60,223,283,471,160,31,200,153,1455,"","18.8",".517",".267",".298","2.3","9.2","5.7","31.2","2.9","0.9","12.4","25.6","3.7","1.1","4.8",".080","2.2","-0.8","1.4","2.4"
"Kendall Marshall","PG",21,"349","48","702","PHO",3,56,151,0.371,23,73,0.315,33,78,0.423,0.447,8,14,0.571,4,38,42,143,22,4,57,48,143,"","7.8",".455",".483",".093","0.6","6.3","3.4","29.4","1.6","0.4","26.6","13.6","-0.4","0.2","-0.2","-0.012","-3.5","-1.7","-5.2","-0.6"
"Kendrick Perkins","C",28,"262","78","1954","OKC",78,143,313,0.457,0,1,0,143,312,0.458,0.457,44,72,0.611,110,356,466,111,43,83,109,227,330,"","8.2",".479",".003",".230","7.0","19.5","13.7","7.9","1.1","3.2","24.0","10.6","-0.5","3.0","2.5",".062","-3.2","1.4","-1.8","0.1"
"Kenneth Faried","PF",23,"88","80","2248","DEN",80,380,689,0.552,0,0,NA,380,689,0.552,0.552,163,266,0.613,260,474,734,77,81,83,113,234,923,"DPOY-17","18.5",".573",".000",".386","13.2","23.2","18.3","5.1","1.8","2.9","12.3","17.7","4.5","3.4","7.8",".167","0.9","0.2","1.1","1.7"
"Kent Bazemore","SG",23,"361","61","267","GSW",0,43,116,0.371,10,34,0.294,33,82,0.402,0.414,27,44,0.614,5,17,22,22,17,4,18,27,123,"","11.3",".454",".293",".379","2.1","6.8","4.5","13.1","3.2","1.2","11.7","25.7","-0.3","0.3","0.1",".014","-3.1","0.7","-2.4","0.0"
"Kenyon Martin","C",35,"356","18","431","NYK",11,56,93,0.602,0,0,NA,56,93,0.602,0.602,17,40,0.425,34,61,95,8,16,17,16,64,129,"","13.9",".583",".000",".430","8.9","17.1","12.9","2.9","2.0","3.4","12.6","13.7","0.6","0.6","1.2",".128","-1.5","0.4","-1.1","0.1"
"Kevin Durant","SF",24,"1","81","3119","OKC",81,731,1433,0.51,139,334,0.416,592,1099,0.539,0.559,679,750,0.905,46,594,640,374,116,105,280,143,2280,"MVP-2,AS,NBA1","28.3",".647",".233",".523","1.8","20.3","11.8","21.7","1.9","2.6","13.7","29.8","13.6","5.3","18.9",".291","7.6","1.7","9.3","8.9"
"Kevin Garnett","C",36,"75","68","2022","BOS",68,422,850,0.496,2,16,0.125,420,834,0.504,0.498,158,201,0.786,75,455,530,159,78,62,110,154,1004,"MVP-12,AS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kevin Jones","PF",23,"383","32","334","CLE",0,43,107,0.402,0,0,NA,43,107,0.402,0.402,9,15,0.6,38,40,78,10,9,5,8,25,95,"","11.1",".418",".000",".140","12.6","14.5","13.5","4.8","1.4","1.2","6.6","16.2","0.1","0.2","0.2",".032","-1.9","-2.2","-4.1","-0.2"
"Kevin Love","PF",24,"260","18","618","MIN",18,105,298,0.352,20,92,0.217,85,206,0.413,0.386,100,142,0.704,64,188,252,42,13,9,39,34,330,"","17.9",".458",".309",".477","11.5","35.9","23.3","11.8","1.1","1.1","9.8","28.9","0.1","0.9","1.1",".084","1.4","-1.0","0.4","0.4"
"Kevin Martin","SG",29,"59","77","2136","OKC",0,350,778,0.45,158,371,0.426,192,407,0.472,0.551,219,246,0.89,31,147,178,106,72,8,101,138,1077,"6MOY-4","16.0",".608",".477",".316","1.8","7.4","4.8","7.9","1.7","0.3","10.2","21.0","5.0","2.0","7.0",".157","1.7","-0.7","1.0","1.6"
"Kevin Murphy","SG",22,"436","17","52","UTA",0,7,28,0.25,1,5,0.2,6,23,0.261,0.268,0,0,NA,0,4,4,2,1,0,3,4,15,"","-4.5",".268",".179",".000","0.0","9.1","4.5","6.1","1.0","0.0","9.7","27.1","-0.3","0.0","-0.3","-0.272","-11.4","-5.4","-16.8","-0.2"
"Kevin Séraphin","C",23,"135","79","1721","WAS",8,330,716,0.461,0,0,NA,330,716,0.461,0.461,61,88,0.693,107,239,346,57,24,59,130,211,721,"","10.3",".478",".000",".123","6.8","15.5","11.1","6.1","0.7","2.7","14.7","23.5","-2.1","2.2","0.1",".004","-4.9","-0.7","-5.5","-1.5"
"Keyon Dooling","PG",32,"422","7","82","MEM",0,10,21,0.476,5,12,0.417,5,9,0.556,0.595,6,7,0.857,0,1,1,8,1,0,5,8,31,"","11.2",".644",".571",".333","0.0","1.5","0.7","15.6","0.7","0.0","17.2","16.4","0.2","0.1","0.2",".128","-1.2","-0.2","-1.4","0.0"
"Khris Middleton","SG",21,"338","27","475","DET",0,62,141,0.44,14,45,0.311,48,96,0.5,0.489,27,32,0.844,4,46,50,28,15,4,11,53,165,"","11.4",".532",".319",".227","1.0","11.4","6.1","9.5","1.7","0.7","6.6","15.9","0.6","0.3","0.9",".089","-1.9","-0.1","-1.9","0.0"
"Kim English","SG",24,"364","41","407","DET",0,42,112,0.375,14,50,0.28,28,62,0.452,0.438,21,29,0.724,8,29,37,26,16,3,19,46,119,"","7.9",".477",".446",".259","2.2","8.4","5.2","9.8","2.1","0.6","13.2","16.1","0.0","0.2","0.2",".021","-4.0","-0.2","-4.2","-0.2"
"Kirk Hinrich","PG",32,"214","60","1764","CHI",60,159,422,0.377,71,182,0.39,88,240,0.367,0.461,70,98,0.714,16,142,158,314,63,25,99,192,459,"","10.8",".493",".431",".232","1.0","9.3","5.1","27.5","1.9","1.1","17.5","14.7","1.0","2.1","3.1",".085","-2.0","1.2","-0.9","0.5"
"Klay Thompson","SG",22,"25","82","2936","GSW",82,508,1205,0.422,211,526,0.401,297,679,0.437,0.509,132,157,0.841,32,274,306,183,86,45,157,237,1359,"","12.7",".533",".437",".130","1.2","10.0","5.7","10.1","1.5","1.2","11.0","21.8","1.7","2.6","4.3",".070","-0.1","-0.2","-0.3","1.3"
"Kobe Bryant","SG",34,"2","78","3013","LAL",78,738,1595,0.463,132,407,0.324,606,1188,0.51,0.504,525,626,0.839,66,367,433,469,106,25,287,173,2133,"MVP-5,AS,NBA1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kosta Koufos","C",23,"162","81","1817","DEN",81,295,508,0.581,0,1,0,295,507,0.582,0.581,58,104,0.558,211,351,562,32,44,103,53,246,648,"","17.2",".585",".002",".205","13.3","21.2","17.3","2.6","1.2","4.4","8.7","14.5","3.9","2.5","6.5",".171","0.2","0.4","0.6","1.2"
"Kris Humphries","PF",27,"246","65","1191","BRK",21,139,310,0.448,0,2,0,139,308,0.451,0.448,97,123,0.789,126,239,365,32,16,33,57,127,375,"","13.6",".515",".006",".397","12.4","23.9","18.1","4.3","0.7","2.1","13.5","16.3","1.4","1.3","2.7",".109","-1.9","-1.0","-3.0","-0.3"
"Kris Joseph","SF",24,"448","4","30","BRK",0,0,3,0,0,1,0,0,2,0,0,2,4,0.5,0,2,2,0,3,0,0,1,2,"","3.7",".210",".333","1.333","0.0","7.9","3.9","0.0","5.4","0.0","0.0","7.3","-0.1","0.0","0.0","-0.008","-6.4","2.4","-4.1","0.0"
"Kris Joseph","SF",24,"448","6","24","BOS",0,2,11,0.182,0,2,0,2,9,0.222,0.182,3,4,0.75,1,4,5,1,0,0,2,2,7,"","-3.2",".274",".182",".364","5.1","19.1","12.3","6.2","0.0","0.0","13.6","29.1","-0.2","0.0","-0.1","-0.275","-11.6","-5.6","-17.1","-0.1"
"Kurt Thomas","PF",40,"381","39","392","NYK",17,45,83,0.542,1,1,1,44,82,0.537,0.548,6,13,0.462,24,65,89,21,10,16,8,52,97,"","13.3",".547",".012",".157","6.9","20.1","13.3","8.3","1.4","3.5","8.3","11.5","0.6","0.5","1.1",".135","-1.8","1.6","-0.1","0.2"
"Kwame Brown","C",30,"415","22","269","PHI",11,17,37,0.459,0,0,NA,17,37,0.459,0.459,7,19,0.368,23,51,74,9,6,10,8,37,41,"","8.8",".452",".000",".514","9.4","22.1","15.5","4.7","1.2","2.9","15.0","9.1","0.0","0.4","0.4",".071","-4.9","0.0","-4.9","-0.2"
"Kyle Korver","SF",31,"118","74","2259","ATL",60,277,601,0.461,189,414,0.457,88,187,0.471,0.618,67,78,0.859,23,270,293,146,70,37,70,170,810,"","13.9",".637",".689",".130","1.2","13.5","7.4","9.9","1.6","1.3","9.9","14.5","4.0","2.5","6.4",".137","1.1","0.7","1.8","2.2"
"Kyle Lowry","PG",26,"121","68","2020","TOR",52,250,623,0.401,101,279,0.362,149,344,0.433,0.482,190,239,0.795,56,265,321,435,94,24,157,218,791,"","17.5",".543",".448",".384","3.2","15.9","9.5","34.6","2.5","1.0","17.7","20.3","3.5","2.1","5.6",".133","2.0","0.9","2.9","2.5"
"Kyle O'Quinn","C",22,"299","57","638","ORL",5,101,197,0.513,0,1,0,101,196,0.515,0.513,30,45,0.667,65,144,209,52,11,26,37,107,232,"","15.8",".535",".005",".228","11.5","25.5","18.5","13.1","0.9","3.1","14.6","18.1","0.7","0.7","1.4",".107","-1.9","0.3","-1.6","0.1"
"Kyle Singler","SF",24,"136","82","2293","DET",74,275,642,0.428,70,200,0.35,205,442,0.464,0.483,100,124,0.806,109,221,330,77,57,37,98,217,720,"","10.0",".517",".312",".193","5.4","11.3","8.3","5.3","1.3","1.3","12.3","15.8","1.1","1.2","2.3",".048","-2.2","-0.8","-3.0","-0.6"
"Kyrie Irving","PG",20,"28","59","2048","CLE",59,484,1070,0.452,109,279,0.391,375,791,0.474,0.503,248,290,0.855,34,182,216,350,89,21,191,146,1325,"AS","21.4",".553",".261",".271","1.8","10.8","6.1","32.7","2.3","0.8","13.8","30.2","4.2","1.1","5.3",".125","4.3","-0.7","3.7","3.0"
"Lamar Odom","PF",33,"261","82","1616","LAC",2,146,366,0.399,18,90,0.2,128,276,0.464,0.423,20,42,0.476,117,363,480,142,69,58,86,214,330,"","10.9",".429",".246",".115","8.8","26.3","17.7","12.4","2.2","3.0","18.3","13.3","-0.3","3.0","2.7",".081","-2.8","2.1","-0.7","0.6"
"LaMarcus Aldridge","PF",27,"10","74","2790","POR",74,638,1318,0.484,2,14,0.143,636,1304,0.488,0.485,282,348,0.81,175,495,670,192,62,91,143,187,1560,"AS","20.4",".530",".011",".264","7.2","20.9","14.0","13.0","1.2","2.5","8.9","26.5","4.8","2.3","7.2",".124","1.7","-0.4","1.3","2.3"
"Lance Stephenson","SG",22,"154","78","2278","IND",72,275,598,0.46,62,188,0.33,213,410,0.52,0.512,75,115,0.652,47,257,304,223,81,16,109,162,687,"","11.8",".530",".314",".192","2.3","12.3","7.4","16.2","1.9","0.5","14.4","15.2","1.8","3.6","5.5",".115","-1.7","1.7","0.0","1.2"
"Lance Thomas","SF",24,"343","59","646","NOH",9,53,106,0.5,0,0,NA,53,106,0.5,0.5,43,59,0.729,44,71,115,17,11,7,14,78,149,"","10.1",".565",".000",".557","8.0","13.3","10.6","4.0","0.9","0.9","9.6","10.5","1.0","0.2","1.2",".087","-2.3","-0.7","-3.0","-0.2"
